keyword_id,query_raw,query_normalized,service_id,intent,relevance,exclusion_reason,geo,entities,frozen_collision,owner_url,sources,seed,region,device,broad_frequency,phrase_frequency,exact_frequency,impressions,clicks,ctr,avg_position,current_url,collected_at,review_status,final_decision,review_reason
K000040,key_phrase : ремонт ливневой канализации ростов,key phrase ремонт ливневой канализации ростов,,commercial_research,frozen_collision,,,frozen:storm_sewer,true,https://exp76.ru/category/livnevaya-kanalizatsiya/,webmaster,,,all,,,,1,0,0.0,41.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000066,авито углич укладка брусчатки,авито углич укладка брусчатки,,commercial_research,frozen_collision,,Углич,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,4,1,25.0,5.75,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000070,автоматический полив газона под ключ,автоматический полив газона под ключ,S2,transactional,manual_review,,,service:S2|frozen:irrigation,true,https://exp76.ru/category/avtopoliv-na-uchastke/,wordstat,газон под ключ,Russia_discovery,all,29,,,,,,,,2026-08-20T18:42:51+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000072,автополив в ярославле,автополив в ярославле,,commercial_research,frozen_collision,,,frozen:irrigation,true,https://exp76.ru/category/avtopoliv-na-uchastke/,webmaster,,,all,,,,2,0,0.0,6.5,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000073,автополив газона под ключ,автополив газона под ключ,S2,transactional,manual_review,,,service:S2|frozen:irrigation,true,https://exp76.ru/category/avtopoliv-na-uchastke/,wordstat,газон под ключ,Russia_discovery,all,64,,,,,,,,2026-08-20T18:42:51+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000074,автополив газонов ярославль,автополив газонов ярославль,S2,commercial_research,manual_review,,Ярославль,service:S2|frozen:irrigation,true,https://exp76.ru/category/avtopoliv-na-uchastke/,webmaster,,,all,,,,1,0,0.0,14.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000075,автополив для газона цена под ключ,автополив для газона цена под ключ,S2,transactional,manual_review,,,service:S2|frozen:irrigation,true,https://exp76.ru/category/avtopoliv-na-uchastke/,wordstat,газон под ключ,Russia_discovery,all,36,,,,,,,,2026-08-20T18:42:51+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000076,автополив на участке под ключ,автополив на участке под ключ,,transactional,frozen_collision,,,frozen:irrigation,true,https://exp76.ru/category/avtopoliv-na-uchastke/,webmaster,,,all,,,,2,0,0.0,10.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000077,автополив на участке рыбинск,автополив на участке рыбинск,,commercial_research,frozen_collision,,Рыбинск,frozen:irrigation,true,https://exp76.ru/category/avtopoliv-na-uchastke/,webmaster,,,all,,,,1,1,100.0,3.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000079,автополив ярославль,автополив ярославль,,commercial_research,frozen_collision,,Ярославль,frozen:irrigation,true,https://exp76.ru/category/avtopoliv-na-uchastke/,webmaster,,,all,,,,2,0,0.0,12.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000104,алиса напиши типовой проект отмостки для кирпичного дома 100м2 и нахождением в г ярославль,алиса напиши типовой проект отмостки для кирпичного дома 100м2 и нахождением в г ярославль,,commercial_research,frozen_collision,,Ярославль,frozen:blind_area,true,https://exp76.ru/category/otmostka-vokrug-doma/,webmaster,,,all,,,,1,0,0.0,6.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000154,бетонная отмостка под ключ цена ярославль,бетонная отмостка под ключ цена ярославль,,transactional,frozen_collision,,Ярославль,frozen:blind_area,true,https://exp76.ru/category/otmostka-vokrug-doma/,webmaster,,,all,,,,1,0,0.0,7.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000155,бетонная отмостка цена под ключ ярославль,бетонная отмостка цена под ключ ярославль,,transactional,frozen_collision,,Ярославль,frozen:blind_area,true,https://exp76.ru/category/otmostka-vokrug-doma/,webmaster,,,all,,,,1,0,0.0,8.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000212,благоустройство участка плиткой стоимость работа плюс материалы за квадратный метр,благоустройство участка плиткой стоимость работа плюс материалы за квадратный метр,S1,transactional,manual_review,,,service:S1|frozen:paving|object:site,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,1,0,0.0,10.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000215,благоустройство участка ярославль ливневка,благоустройство участка ярославль ливневка,S1,commercial_research,manual_review,,Ярославль,service:S1|frozen:storm_sewer|object:site,true,https://exp76.ru/category/livnevaya-kanalizatsiya/,webmaster,,,all,,,,2,0,0.0,7.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000236,брусчатка в рыбинске уложена,брусчатка в рыбинске уложена,,commercial_research,frozen_collision,,,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,1,0,0.0,7.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000237,брусчатка в рыбинске уложена в стиле,брусчатка в рыбинске уложена в стиле,,commercial_research,frozen_collision,,,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,2,0,0.0,11.5,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000238,брусчатка поверх плитки,брусчатка поверх плитки,,commercial_research,frozen_collision,,,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,1,0,0.0,3.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000239,брусчатки на старую брусчатку,брусчатки на старую брусчатку,,commercial_research,frozen_collision,,,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,1,0,0.0,2.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000279,в ярославле есть организация занимающаяся дренажными работами,в ярославле есть организация занимающаяся дренажными работами,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,8.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000326,варианты ремонта старой отмостки,варианты ремонта старой отмостки,,commercial_research,frozen_collision,,,frozen:blind_area,true,https://exp76.ru/category/otmostka-vokrug-doma/,webmaster,,,all,,,,2,0,0.0,6.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000398,водоотводы ливневые вокруг дома в ярославле,водоотводы ливневые вокруг дома в ярославле,,commercial_research,frozen_collision,,,frozen:storm_sewer,true,https://exp76.ru/category/livnevaya-kanalizatsiya/,webmaster,,,all,,,,1,0,0.0,3.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000399,возможна ли укладка новой плитки по старой на участке,возможна ли укладка новой плитки по старой на участке,,commercial_research,frozen_collision,,,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,1,0,0.0,2.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000400,"вопрос, если на старую, залитую раствором, дорожку положить новую брусчатку. что будет снею в дальнейшем",вопрос если на старую залитую раствором дорожку положить новую брусчатку что будет снею в дальнейшем,,commercial_research,frozen_collision,,,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,3,0,0.0,8.33,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000436,вспольинское поле дренажные системы установка,вспольинское поле дренажные системы установка,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,19.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000479,въезд на участок через дренажную канаву,въезд на участок через дренажную канаву,S8,commercial_research,manual_review,,,service:S8|frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,wordstat,въезд через канаву,Russia_discovery,all,62,,,,,,,,2026-08-20T18:43:04+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000480,въезд на участок через дренажную канаву,въезд на участок через дренажную канаву,S8,commercial_research,manual_review,,,service:S8|frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,wordstat,въезд через канаву,Ярославская область,all,5,,,,,,,,2026-08-20T18:35:00+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000533,выложить плиткой дорожки на дачном участке цена,выложить плиткой дорожки на дачном участке цена,,transactional,frozen_collision,,,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,1,0,0.0,13.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000534,выложить плиткой на даче дорожку в рыбинске,выложить плиткой на даче дорожку в рыбинске,,commercial_research,frozen_collision,,,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,1,0,0.0,9.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000535,выложить тротуарную плитку на даче цена работы,выложить тротуарную плитку на даче цена работы,,transactional,frozen_collision,,,frozen:paving,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,webmaster,,,all,,,,1,0,0.0,12.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000541,выполнить отмостку город ярославль,выполнить отмостку город ярославль,,commercial_research,frozen_collision,,Ярославль,frozen:blind_area,true,https://exp76.ru/category/otmostka-vokrug-doma/,webmaster,,,all,,,,2,0,0.0,5.5,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000603,выравнивание участка под плитку,выравнивание участка под плитку,S5,commercial_research,manual_review,,,service:S5|frozen:paving|object:site,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,wordstat,выравнивание участка,Ярославль,all,2,,,,,,,,2026-08-20T18:32:52+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000604,выравнивание участка под плитку,выравнивание участка под плитку,S5,commercial_research,manual_review,,,service:S5|frozen:paving|object:site,true,https://exp76.ru/category/ukladka-trotuarnoy-plitki/,wordstat,выравнивание участка,Ярославская область,all,2,,,,,,,,2026-08-20T18:34:30+03:00,reviewed,frozen_owner,mixed_frozen_collision
K000787,где в рыбинске можно найти независимого эксперта по ремонту отмостки дома в рыбинске,где в рыбинске можно найти независимого эксперта по ремонту отмостки дома в рыбинске,,commercial_research,frozen_collision,,,frozen:blind_area,true,https://exp76.ru/category/otmostka-vokrug-doma/,webmaster,,,all,,,,2,0,0.0,5.5,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000819,глубокий дренаж участка ярославль,глубокий дренаж участка ярославль,,commercial_research,frozen_collision,,Ярославль,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,1,100.0,6.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K000889,грунтовых вод рыбинск,грунтовых вод рыбинск,,commercial_research,frozen_collision,,Рыбинск,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,14.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001079,для дренажа 6 соток сколько нужно,для дренажа 6 соток сколько нужно,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,12.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001164,дренаж 76,дренаж 76,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,1,50.0,13.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001165,дренаж болотистого участка,дренаж болотистого участка,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,5,0,0.0,25.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001166,дренаж в переславле,дренаж в переславле,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,5.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001167,дренаж в рыбинске,дренаж в рыбинске,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,2.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001168,дренаж в угличе,дренаж в угличе,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,8.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001169,дренаж в ярославле,дренаж в ярославле,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,13.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001170,дренаж вокруг дома под ключ,дренаж вокруг дома под ключ,,transactional,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,3,0,0.0,7.67,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001171,дренаж вокруг дома рыбинск,дренаж вокруг дома рыбинск,,commercial_research,frozen_collision,,Рыбинск,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,5,0,0.0,4.4,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001172,дренаж для деревьев при посадке,дренаж для деревьев при посадке,S3,commercial_research,manual_review,,,service:S3|frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,wordstat,посадка деревьев,Russia_discovery,all,31,,,,,,,,2026-08-20T18:42:53+03:00,reviewed,frozen_owner,mixed_frozen_collision
K001173,дренаж заболоченного участка,дренаж заболоченного участка,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,34.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001174,дренаж на участке 10 соток если уже стоит дом,дренаж на участке 10 соток если уже стоит дом,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,12.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001175,дренаж на участке 6 соток,дренаж на участке 6 соток,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,9.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001176,дренаж на участке под ключ атлант,дренаж на участке под ключ атлант,,transactional,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,1,100.0,16.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001177,дренаж на участке под ключ тутаев,дренаж на участке под ключ тутаев,,transactional,frozen_collision,,Тутаев,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,3,0,0.0,13.33,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001178,дренаж отвод воды сада в ярославле,дренаж отвод воды сада в ярославле,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,7.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001179,дренаж переславль залесский,дренаж переславль залесский,,commercial_research,frozen_collision,,Переславль-Залесский,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,7.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001180,дренаж по городом рыбинск карта,дренаж по городом рыбинск карта,,commercial_research,frozen_collision,,Рыбинск,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,4.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001181,дренаж по проекту в переславле,дренаж по проекту в переславле,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,8.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001182,дренаж рыбинск,дренаж рыбинск,,commercial_research,frozen_collision,,Рыбинск,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,2.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001183,дренаж у дома сделать ярославль,дренаж у дома сделать ярославль,,commercial_research,frozen_collision,,Ярославль,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,13.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001184,дренаж углич,дренаж углич,,commercial_research,frozen_collision,,Углич,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,3,0,0.0,4.67,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001185,дренаж укладка стоимость,дренаж укладка стоимость,,transactional,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,3,0,0.0,11.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001186,дренаж участка 10 соток,дренаж участка 10 соток,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,19,0,0.0,14.11,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001187,дренаж участка 10 соток цена,дренаж участка 10 соток цена,,transactional,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,3,0,0.0,28.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001188,дренаж участка 6 соток,дренаж участка 6 соток,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,18,0,0.0,15.39,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001189,дренаж участка 6 соток под ключ,дренаж участка 6 соток под ключ,,transactional,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,6,0,0.0,27.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001190,дренаж участка 6 соток под ключ цена,дренаж участка 6 соток под ключ цена,,transactional,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,4,0,0.0,23.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001191,дренаж участка 6 соток схема,дренаж участка 6 соток схема,,informational,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,4.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001192,дренаж участка 6 соток цена,дренаж участка 6 соток цена,,transactional,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,11,0,0.0,27.91,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001193,дренаж участка | дренаж вокруг дома | ярославль,дренаж участка | дренаж вокруг дома | ярославль,,commercial_research,frozen_collision,,Ярославль,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,8.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001194,дренаж участка авито,дренаж участка авито,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,12.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001195,дренаж участка в ярославле,дренаж участка в ярославле,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,6.5,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001196,дренаж участка в ярославле цена,дренаж участка в ярославле цена,,transactional,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,10.5,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001197,дренаж участка в ярославской области,дренаж участка в ярославской области,,commercial_research,frozen_collision,,Ярославская область,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,10.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001198,дренаж участка консультация в ярославской области,дренаж участка консультация в ярославской области,,commercial_research,frozen_collision,,Ярославская область,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,5.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001199,дренаж участка на 10 сотках схема,дренаж участка на 10 сотках схема,,informational,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,9.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001200,дренаж участка по цене,дренаж участка по цене,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,4.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001201,дренаж участка под ключ,дренаж участка под ключ,,transactional,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,12.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001202,дренаж участка под ключ ярославль,дренаж участка под ключ ярославль,,transactional,frozen_collision,,Ярославль,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,3,0,0.0,11.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001203,дренаж участка под ключ ярославль цена,дренаж участка под ключ ярославль цена,,transactional,frozen_collision,,Ярославль,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,8.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001204,дренаж участка с высоким уровнем грунтовых вод,дренаж участка с высоким уровнем грунтовых вод,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,5.5,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001205,дренаж участка с высоким уровнем грунтовых вод тутаев,дренаж участка с высоким уровнем грунтовых вод тутаев,,commercial_research,frozen_collision,,Тутаев,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,3,1,33.33,13.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001206,дренаж участка с высоким уровнем грунтовых вод цена за метр,дренаж участка с высоким уровнем грунтовых вод цена за метр,,transactional,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,6.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001207,дренаж участка с уклоном gorodseptikov.ru,дренаж участка с уклоном gorodseptikov ru,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,27.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001208,дренаж участка с уклоном от 800 ₽  за пог.м дренаж на глинистом участке от 800 ₽  за пог.м прочистка дренажа от 800 ₽  за пог.м дренаж вокруг отмостки от 800 ₽  за пог.м дренаж фундаментов от 1000 ₽  за пог.м,дренаж участка с уклоном от 800 ₽ за пог м дренаж на глинистом участке от 800 ₽ за пог м прочистка дренажа от 800 ₽ за пог м дренаж вокруг отмостки от 800 ₽ за пог м дренаж фундаментов от 1000 ₽ за пог м,,commercial_research,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,6.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001209,дренаж участка цена за метр под ключ,дренаж участка цена за метр под ключ,,transactional,frozen_collision,,,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,5.5,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001210,дренаж участка цена ярославская область,дренаж участка цена ярославская область,,transactional,frozen_collision,,Ярославская область,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,2,0,0.0,3.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001211,дренаж участка ярославль,дренаж участка ярославль,,commercial_research,frozen_collision,,Ярославль,frozen:drainage|object:site,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,9,0,0.0,7.22,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001212,дренаж шести соток схема,дренаж шести соток схема,,informational,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,1,100.0,4.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001213,дренаж ярославль,дренаж ярославль,,commercial_research,frozen_collision,,Ярославль,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,17,0,0.0,19.53,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001214,дренаж ярославль стоимость,дренаж ярославль стоимость,,transactional,frozen_collision,,Ярославль,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,8.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001215,дренажная канава в ярославле заросшая болотистая,дренажная канава в ярославле заросшая болотистая,,commercial_research,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,5.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
K001216,дренажная система вокруг дома цена под ключ,дренажная система вокруг дома цена под ключ,,transactional,frozen_collision,,,frozen:drainage,true,https://exp76.ru/category/drenazh-uchastka/,webmaster,,,all,,,,1,0,0.0,19.0,,2026-08-20T18:17:52+03:00,reviewed,frozen_owner,frozen_collision
