"service_id","seed","query_expr","region","kind","status","row_hint","download_seq","raw_file","source_url","collected_at","error"
"S2","восстановление газона","восстановление газона рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S2","восстановление газона","восстановление газона тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S2","восстановление газона","восстановление газона углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S2","восстановление газона","восстановление газона переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S3","посадка деревьев","посадка деревьев рыбинск","Ярославская область","geo_рыбинск","zero_results","2","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D1%8C%D0%B5%D0%B2%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S3","посадка деревьев","посадка деревьев тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D1%8C%D0%B5%D0%B2%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S3","посадка деревьев","посадка деревьев углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D1%8C%D0%B5%D0%B2%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S3","посадка деревьев","посадка деревьев переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D1%8C%D0%B5%D0%B2%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S3","посадка кустарников","посадка кустарников рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%BA%D1%83%D1%81%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S3","посадка кустарников","посадка кустарников тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%BA%D1%83%D1%81%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S3","посадка кустарников","посадка кустарников углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%BA%D1%83%D1%81%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S3","посадка кустарников","посадка кустарников переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%BA%D1%83%D1%81%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S3","посадка хвойных","посадка хвойных рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D1%85%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B%D1%85%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S3","посадка хвойных","посадка хвойных тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D1%85%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B%D1%85%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S3","посадка хвойных","посадка хвойных углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D1%85%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B%D1%85%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S3","посадка хвойных","посадка хвойных переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D1%85%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B%D1%85%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S3","озеленение участка","озеленение участка рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BA%D0%B0%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S3","озеленение участка","озеленение участка тутаев","Ярославская область","geo_тутаев","zero_results","1","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BA%D0%B0%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S3","озеленение участка","озеленение участка углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BA%D0%B0%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S3","озеленение участка","озеленение участка переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S3","посадка крупномеров","посадка крупномеров рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%BA%D1%80%D1%83%D0%BF%D0%BD%D0%BE%D0%BC%D0%B5%D1%80%D0%BE%D0%B2%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S3","посадка крупномеров","посадка крупномеров тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%BA%D1%80%D1%83%D0%BF%D0%BD%D0%BE%D0%BC%D0%B5%D1%80%D0%BE%D0%B2%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S3","посадка крупномеров","посадка крупномеров углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%BA%D1%80%D1%83%D0%BF%D0%BD%D0%BE%D0%BC%D0%B5%D1%80%D0%BE%D0%B2%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S3","посадка крупномеров","посадка крупномеров переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%D0%BA%D0%B0%20%D0%BA%D1%80%D1%83%D0%BF%D0%BD%D0%BE%D0%BC%D0%B5%D1%80%D0%BE%D0%B2%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S4","уход за садом","уход за садом рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D1%85%D0%BE%D0%B4%20%D0%B7%D0%B0%20%D1%81%D0%B0%D0%B4%D0%BE%D0%BC%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S4","уход за садом","уход за садом тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D1%85%D0%BE%D0%B4%20%D0%B7%D0%B0%20%D1%81%D0%B0%D0%B4%D0%BE%D0%BC%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S4","уход за садом","уход за садом углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D1%85%D0%BE%D0%B4%20%D0%B7%D0%B0%20%D1%81%D0%B0%D0%B4%D0%BE%D0%BC%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S4","уход за садом","уход за садом переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D1%85%D0%BE%D0%B4%20%D0%B7%D0%B0%20%D1%81%D0%B0%D0%B4%D0%BE%D0%BC%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S4","садовник на участок","садовник на участок рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%81%D0%B0%D0%B4%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA%20%D0%BD%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BE%D0%BA%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S4","садовник на участок","садовник на участок тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%81%D0%B0%D0%B4%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA%20%D0%BD%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BE%D0%BA%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S4","садовник на участок","садовник на участок углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%81%D0%B0%D0%B4%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA%20%D0%BD%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BE%D0%BA%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S4","садовник на участок","садовник на участок переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%81%D0%B0%D0%B4%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA%20%D0%BD%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BE%D0%BA%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S4","обслуживание сада","обслуживание сада рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D0%B0%D0%B4%D0%B0%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S4","обслуживание сада","обслуживание сада тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D0%B0%D0%B4%D0%B0%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S4","обслуживание сада","обслуживание сада углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D0%B0%D0%B4%D0%B0%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S4","обслуживание сада","обслуживание сада переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D0%B0%D0%B4%D0%B0%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S4","обрезка деревьев","обрезка деревьев рыбинск","Ярославская область","geo_рыбинск","zero_results","1","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%80%D0%B5%D0%B7%D0%BA%D0%B0%20%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D1%8C%D0%B5%D0%B2%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S4","обрезка деревьев","обрезка деревьев тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%80%D0%B5%D0%B7%D0%BA%D0%B0%20%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D1%8C%D0%B5%D0%B2%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S4","обрезка деревьев","обрезка деревьев углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%80%D0%B5%D0%B7%D0%BA%D0%B0%20%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D1%8C%D0%B5%D0%B2%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S4","обрезка деревьев","обрезка деревьев переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","6","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%80%D0%B5%D0%B7%D0%BA%D0%B0%20%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D1%8C%D0%B5%D0%B2%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S4","обрезка кустарников","обрезка кустарников рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%80%D0%B5%D0%B7%D0%BA%D0%B0%20%D0%BA%D1%83%D1%81%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S4","обрезка кустарников","обрезка кустарников тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%80%D0%B5%D0%B7%D0%BA%D0%B0%20%D0%BA%D1%83%D1%81%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S4","обрезка кустарников","обрезка кустарников углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%80%D0%B5%D0%B7%D0%BA%D0%B0%20%D0%BA%D1%83%D1%81%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S4","обрезка кустарников","обрезка кустарников переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BE%D0%B1%D1%80%D0%B5%D0%B7%D0%BA%D0%B0%20%D0%BA%D1%83%D1%81%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S4","сезонный уход за садом","сезонный уход за садом рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%81%D0%B5%D0%B7%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D1%83%D1%85%D0%BE%D0%B4%20%D0%B7%D0%B0%20%D1%81%D0%B0%D0%B4%D0%BE%D0%BC%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S4","сезонный уход за садом","сезонный уход за садом тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%81%D0%B5%D0%B7%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D1%83%D1%85%D0%BE%D0%B4%20%D0%B7%D0%B0%20%D1%81%D0%B0%D0%B4%D0%BE%D0%BC%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S4","сезонный уход за садом","сезонный уход за садом углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%81%D0%B5%D0%B7%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D1%83%D1%85%D0%BE%D0%B4%20%D0%B7%D0%B0%20%D1%81%D0%B0%D0%B4%D0%BE%D0%BC%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S4","сезонный уход за садом","сезонный уход за садом переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%81%D0%B5%D0%B7%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D1%83%D1%85%D0%BE%D0%B4%20%D0%B7%D0%B0%20%D1%81%D0%B0%D0%B4%D0%BE%D0%BC%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S5","планировка участка","планировка участка рыбинск","Ярославская область","geo_рыбинск","zero_results","5","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BB%D0%B0%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BA%D0%B0%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S5","планировка участка","планировка участка тутаев","Ярославская область","geo_тутаев","zero_results","1","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BB%D0%B0%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BA%D0%B0%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S5","планировка участка","планировка участка углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BB%D0%B0%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BA%D0%B0%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S5","планировка участка","планировка участка переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BB%D0%B0%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BA%D0%B0%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S5","планировка территории","планировка территории рыбинск","Ярославская область","geo_рыбинск","zero_results","2","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BB%D0%B0%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%82%D0%B5%D1%80%D1%80%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%B8%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S5","планировка территории","планировка территории тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BB%D0%B0%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%82%D0%B5%D1%80%D1%80%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%B8%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S5","планировка территории","планировка территории углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BB%D0%B0%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%82%D0%B5%D1%80%D1%80%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%B8%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
