"service_id","seed","query_expr","region","kind","status","row_hint","download_seq","raw_file","source_url","collected_at","error"
"S2","газон под ключ","газон под ключ переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%20%D0%BF%D0%BE%D0%B4%20%D0%BA%D0%BB%D1%8E%D1%87%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S2","рулонный газон","рулонный газон рыбинск","Ярославская область","geo_рыбинск","zero_results","1","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%80%D1%83%D0%BB%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S2","рулонный газон","рулонный газон тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%80%D1%83%D0%BB%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S2","рулонный газон","рулонный газон углич","Ярославская область","geo_углич","exported","13","103","top-103-2026-08-20.csv","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%80%D1%83%D0%BB%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S2","рулонный газон","рулонный газон переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%80%D1%83%D0%BB%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S2","укладка рулонного газона","укладка рулонного газона рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D0%BA%D0%BB%D0%B0%D0%B4%D0%BA%D0%B0%20%D1%80%D1%83%D0%BB%D0%BE%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S2","укладка рулонного газона","укладка рулонного газона тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D0%BA%D0%BB%D0%B0%D0%B4%D0%BA%D0%B0%20%D1%80%D1%83%D0%BB%D0%BE%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S2","укладка рулонного газона","укладка рулонного газона углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D0%BA%D0%BB%D0%B0%D0%B4%D0%BA%D0%B0%20%D1%80%D1%83%D0%BB%D0%BE%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S2","укладка рулонного газона","укладка рулонного газона переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D0%BA%D0%BB%D0%B0%D0%B4%D0%BA%D0%B0%20%D1%80%D1%83%D0%BB%D0%BE%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S2","посевной газон","посевной газон рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B5%D0%B2%D0%BD%D0%BE%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S2","посевной газон","посевной газон тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B5%D0%B2%D0%BD%D0%BE%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S2","посевной газон","посевной газон углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B5%D0%B2%D0%BD%D0%BE%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S2","посевной газон","посевной газон переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D0%BF%D0%BE%D1%81%D0%B5%D0%B2%D0%BD%D0%BE%D0%B9%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
"S2","устройство газона","устройство газона рыбинск","Ярославская область","geo_рыбинск","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D1%80%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA","2026-08-20T18:45:05.501+03:00",""
"S2","устройство газона","устройство газона тутаев","Ярославская область","geo_тутаев","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D1%82%D1%83%D1%82%D0%B0%D0%B5%D0%B2","2026-08-20T18:45:05.501+03:00",""
"S2","устройство газона","устройство газона углич","Ярославская область","geo_углич","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D1%83%D0%B3%D0%BB%D0%B8%D1%87","2026-08-20T18:45:05.501+03:00",""
"S2","устройство газона","устройство газона переславль-залесский","Ярославская область","geo_переславль-залесский","zero_results","0","","","https://wordstat.yandex.ru/?region=10841&view=table&words=%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%BE%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%BD%D0%B0%20%D0%BF%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BB%D0%B5%D1%81%D1%81%D0%BA%D0%B8%D0%B9","2026-08-20T18:45:05.501+03:00",""
